name,price,images,nha_san_xuat,noi_san_xuat,thuoc_can_ke_don,hoat_chat,chi_dinh_tom_tat,dang_bao_che,quy_cach,luu_y,mo_ta,thanh_phan,chi_dinh_chi_tiet,huong_dan_su_dung,cach_su_dung,than_trong,thong_tin_san_xuat,url,category,drug_type,category_link,category_name,error
,,,,,,,,,,,,,,,,,,https://www.pharmacity.vn/thuoc-cam-lanh#,,,,,"Message: no such element: Unable to locate element: {""method"":""xpath"",""selector"":""//*[@id='pmc-v2']/div[4]/div/div[1]/div[2]/div[2]/div[2]/div/div/div[2]/div[2]/h2""}
  (Session info: chrome=145.0.7632.117); For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#nosuchelementexception
Stacktrace:
Symbols not available. Dumping unresolved backtrace:
	0x7ff7e077aa55
	0x7ff7e04d8630
	0x7ff7e026d75d
	0x7ff7e02c862e
	0x7ff7e02c893c
	0x7ff7e0318d87
	0x7ff7e031591c
	0x7ff7e02b9098
	0x7ff7e02b9f83
	0x7ff7e07a7810
	0x7ff7e07a1afd
	0x7ff7e07c2c1a
	0x7ff7e04f3345
	0x7ff7e04fb81c
	0x7ff7e04e1924
	0x7ff7e04e1ad6
	0x7ff7e04c7e47
	0x7ffd717ae8d7
	0x7ffd722cc40c
"
,,,,,,,,,,,,,,,,,,https://www.pharmacity.vn/thuoc-da-lieu#,,,,,"Message: no such element: Unable to locate element: {""method"":""xpath"",""selector"":""//*[@id='pmc-v2']/div[4]/div/div[1]/div[2]/div[2]/div[2]/div/div/div[2]/div[2]/h2""}
  (Session info: chrome=145.0.7632.117); For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#nosuchelementexception
Stacktrace:
Symbols not available. Dumping unresolved backtrace:
	0x7ff7e077aa55
	0x7ff7e04d8630
	0x7ff7e026d75d
	0x7ff7e02c862e
	0x7ff7e02c893c
	0x7ff7e0318d87
	0x7ff7e031591c
	0x7ff7e02b9098
	0x7ff7e02b9f83
	0x7ff7e07a7810
	0x7ff7e07a1afd
	0x7ff7e07c2c1a
	0x7ff7e04f3345
	0x7ff7e04fb81c
	0x7ff7e04e1924
	0x7ff7e04e1ad6
	0x7ff7e04c7e47
	0x7ffd717ae8d7
	0x7ffd722cc40c
"
,,,,,,,,,,,,,,,,,,https://www.pharmacity.vn/thuoc-than-kinh#,,,,,"Message: no such element: Unable to locate element: {""method"":""xpath"",""selector"":""//*[@id='pmc-v2']/div[4]/div/div[1]/div[2]/div[2]/div[2]/div/div/div[2]/div[2]/h2""}
  (Session info: chrome=145.0.7632.117); For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#nosuchelementexception
Stacktrace:
Symbols not available. Dumping unresolved backtrace:
	0x7ff7e077aa55
	0x7ff7e04d8630
	0x7ff7e026d75d
	0x7ff7e02c862e
	0x7ff7e02c893c
	0x7ff7e0318d87
	0x7ff7e031591c
	0x7ff7e02b9098
	0x7ff7e02b9f83
	0x7ff7e07a7810
	0x7ff7e07a1afd
	0x7ff7e07c2c1a
	0x7ff7e04f3345
	0x7ff7e04fb81c
	0x7ff7e04e1924
	0x7ff7e04e1ad6
	0x7ff7e04c7e47
	0x7ffd717ae8d7
	0x7ffd722cc40c
"
,,,,,,,,,,,,,,,,,,https://www.pharmacity.vn/thuoc-co-xuong-khop#,,,,,"Message: no such element: Unable to locate element: {""method"":""xpath"",""selector"":""//*[@id='pmc-v2']/div[4]/div/div[1]/div[2]/div[2]/div[2]/div/div/div[2]/div[2]/h2""}
  (Session info: chrome=145.0.7632.117); For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#nosuchelementexception
Stacktrace:
Symbols not available. Dumping unresolved backtrace:
	0x7ff7e077aa55
	0x7ff7e04d8630
	0x7ff7e026d75d
	0x7ff7e02c862e
	0x7ff7e02c893c
	0x7ff7e0318d87
	0x7ff7e031591c
	0x7ff7e02b9098
	0x7ff7e02b9f83
	0x7ff7e07a7810
	0x7ff7e07a1afd
	0x7ff7e07c2c1a
	0x7ff7e04f3345
	0x7ff7e04fb81c
	0x7ff7e04e1924
	0x7ff7e04e1ad6
	0x7ff7e04c7e47
	0x7ffd717ae8d7
	0x7ffd722cc40c
"
,,,,,,,,,,,,,,,,,,https://www.pharmacity.vn/vitamin-va-khoang-chat#,,,,,"Message: no such element: Unable to locate element: {""method"":""xpath"",""selector"":""//*[@id='pmc-v2']/div[4]/div/div[1]/div[2]/div[2]/div[2]/div/div/div[2]/div[2]/h2""}
  (Session info: chrome=145.0.7632.117); For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#nosuchelementexception
Stacktrace:
Symbols not available. Dumping unresolved backtrace:
	0x7ff7e077aa55
	0x7ff7e04d8630
	0x7ff7e026d75d
	0x7ff7e02c862e
	0x7ff7e02c893c
	0x7ff7e0318d87
	0x7ff7e031591c
	0x7ff7e02b9098
	0x7ff7e02b9f83
	0x7ff7e07a7810
	0x7ff7e07a1afd
	0x7ff7e07c2c1a
	0x7ff7e04f3345
	0x7ff7e04fb81c
	0x7ff7e04e1924
	0x7ff7e04e1ad6
	0x7ff7e04c7e47
	0x7ffd717ae8d7
	0x7ffd722cc40c
"
,,,,,,,,,,,,,,,,,,https://www.pharmacity.vn/rx-thuoc-khang-sinh#,,,,,"Message: no such element: Unable to locate element: {""method"":""xpath"",""selector"":""//*[@id='pmc-v2']/div[4]/div/div[1]/div[2]/div[2]/div[2]/div/div/div[2]/div[2]/h2""}
  (Session info: chrome=145.0.7632.117); For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#nosuchelementexception
Stacktrace:
Symbols not available. Dumping unresolved backtrace:
	0x7ff7e077aa55
	0x7ff7e04d8630
	0x7ff7e026d75d
	0x7ff7e02c862e
	0x7ff7e02c893c
	0x7ff7e0318d87
	0x7ff7e031591c
	0x7ff7e02b9098
	0x7ff7e02b9f83
	0x7ff7e07a7810
	0x7ff7e07a1afd
	0x7ff7e07c2c1a
	0x7ff7e04f3345
	0x7ff7e04fb81c
	0x7ff7e04e1924
	0x7ff7e04e1ad6
	0x7ff7e04c7e47
	0x7ffd717ae8d7
	0x7ffd722cc40c
"
,,,,,,,,,,,,,,,,,,https://www.pharmacity.vn/rx-thuoc-ung-thu#,,,,,"Message: no such element: Unable to locate element: {""method"":""xpath"",""selector"":""//*[@id='pmc-v2']/div[4]/div/div[1]/div[2]/div[2]/div[2]/div/div/div[2]/div[2]/h2""}
  (Session info: chrome=145.0.7632.117); For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#nosuchelementexception
Stacktrace:
Symbols not available. Dumping unresolved backtrace:
	0x7ff7e077aa55
	0x7ff7e04d8630
	0x7ff7e026d75d
	0x7ff7e02c862e
	0x7ff7e02c893c
	0x7ff7e0318d87
	0x7ff7e031591c
	0x7ff7e02b9098
	0x7ff7e02b9f83
	0x7ff7e07a7810
	0x7ff7e07a1afd
	0x7ff7e07c2c1a
	0x7ff7e04f3345
	0x7ff7e04fb81c
	0x7ff7e04e1924
	0x7ff7e04e1ad6
	0x7ff7e04c7e47
	0x7ffd717ae8d7
	0x7ffd722cc40c
"
,,,,,,,,,,,,,,,,,,https://www.pharmacity.vn/rx-thuoc-cho-nam-gioi#,,,,,"Message: no such element: Unable to locate element: {""method"":""xpath"",""selector"":""//*[@id='pmc-v2']/div[4]/div/div[1]/div[2]/div[2]/div[2]/div/div/div[2]/div[2]/h2""}
  (Session info: chrome=145.0.7632.117); For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#nosuchelementexception
Stacktrace:
Symbols not available. Dumping unresolved backtrace:
	0x7ff7e077aa55
	0x7ff7e04d8630
	0x7ff7e026d75d
	0x7ff7e02c862e
	0x7ff7e02c893c
	0x7ff7e0318d87
	0x7ff7e031591c
	0x7ff7e02b9098
	0x7ff7e02b9f83
	0x7ff7e07a7810
	0x7ff7e07a1afd
	0x7ff7e07c2c1a
	0x7ff7e04f3345
	0x7ff7e04fb81c
	0x7ff7e04e1924
	0x7ff7e04e1ad6
	0x7ff7e04c7e47
	0x7ffd717ae8d7
	0x7ffd722cc40c
"
,,"['https://prod-cdn.pharmacity.io/e-com/images/static-website/20240706162028-0-pharmacity-logo.png', 'https://prod-cdn.pharmacity.io/e-com/images/banners/20260223021224-0-topbanner.png?versionId=boSF1FhI8L2QFtZmzsmoZph2CX0Ipkl1', 'https://prod-cdn.pharmacity.io/e-com/images/ecommerce/20240520103330-0-20240403091737-0-new-bagde.png', 'https://prod-cdn.pharmacity.io/e-com/images/ecommerce/20240816073820-0-Frame%2024020.png', 'https://prod-cdn.pharmacity.io/e-com/images/static-website/pharmacity-logo.svg', 'https://develop-cdn.pharmacity.io/e-com/images/static-website/20251230085433-0-freeship.png', 'https://production-cdn.pharmacity.io/digital/original/plain/e-com/images/static-website/20260105073249-0-search-rx.png?versionId=lZyR7ygpfq8Q22oKOftFVyNPzno_LB9g', 'https://production-cdn.pharmacity.io/digital/original/plain/e-com/images/static-website/20260105073249-0-nurse.png?versionId=EW1j7JypKDtabKF2v3WIGEzPYFMoty1F', 'https://production-cdn.pharmacity.io/digital/original/plain/e-com/images/static-website/20260104134659-0-near-by-store.png?versionId=4Lu87w6bw8yVXpRjVAc9.fChkrvbWsXV', 'https://production-cdn.pharmacity.io/digital/640x640/plain/e-com/images/ecommerce/20250806052014-0-P11136.png?versionId=nx6u4Q3O.7DEdEIjFJIENsWXglOi4HqP', 'https://production-cdn.pharmacity.io/digital/640x640/plain/e-com/images/ecommerce/20250520071638-0-P12673.png?versionId=F52P7yqs.W_KNF8Ww4t2_4wJT92bhqrz', 'https://production-cdn.pharmacity.io/digital/640x640/plain/e-com/images/ecommerce/20250806054102-0-P12777.png?versionId=hUlY1IDFLOeZGLPaz.kqFUW8xJt_EVMS', 'https://production-cdn.pharmacity.io/digital/640x640/plain/e-com/images/ecommerce/20250806054752-0-P13192.png?versionId=6yklgbwmbEqha24AhjtQVGD.EqgyyC_8', 'https://production-cdn.pharmacity.io/digital/640x640/plain/e-com/images/ecommerce/P14382_1.jpg', 'https://production-cdn.pharmacity.io/digital/640x640/plain/e-com/images/ecommerce/20250806063532-0-P15271.png?versionId=J8f2F.sM_NlLm3cMkUpXW.oY3S5V9PGu', 'https://production-cdn.pharmacity.io/digital/640x640/plain/e-com/images/ecommerce/20250515040306-0-P13556.jpg?versionId=GxYBsNy3TwjpWkWsc3cZ3.GTseAo4OmS', 'https://production-cdn.pharmacity.io/digital/640x640/plain/e-com/images/product/20250423025121-0-P18028.jpg?versionId=4BnDqaQUJJ.XhBmPDqP54sWSf7oVPVtp', 'https://production-cdn.pharmacity.io/digital/640x640/plain/e-com/images/ecommerce/20250602095916-0-P28595.jpg?versionId=rYQwByNo2OJxGHSjzKYk8CntGq0x4kfS', 'https://production-cdn.pharmacity.io/digital/640x640/plain/e-com/images/ecommerce/20250602095916-0-P28338.jpg?versionId=SmJJd62tOv8MvnpUx_p6uHApES9MLPVP', 'https://production-cdn.pharmacity.io/digital/640x640/plain/e-com/images/ecommerce/20250530091426-0-P28339.jpg?versionId=qCNEZD0hwK6GYKBHh8xNbrmRi_ggfYHX', 'https://production-cdn.pharmacity.io/digital/640x640/plain/e-com/images/ecommerce/20250924100058-0-P28197.png?versionId=pCf9BOgonCoV8T.c6pZtsCO36AKB1Qee', 'https://production-cdn.pharmacity.io/digital/640x640/plain/e-com/images/ecommerce/20251219023946-0-P29486.jpg?versionId=m79ya2jBrZM3wc2OW4lCwzv1CeiZ_9d9', 'https://production-cdn.pharmacity.io/digital/640x640/plain/e-com/images/ecommerce/20250728074536-0-P00452.png?versionId=H3nnhfQ9FYzGgwvhH3Xu9IHE6WnchCGb', 'https://production-cdn.pharmacity.io/digital/640x640/plain/e-com/images/ecommerce/20250520034947-0-P00636.png?versionId=nsF7mcSmXtUSlMFkq20gc8ydnJH03E5g', 'https://production-cdn.pharmacity.io/digital/640x640/plain/e-com/images/product/20250206064527-0-P00709_1.jpg?versionId=YamjzEy928BhGnjxrHcW6ik169OrVNIm', 'https://production-cdn.pharmacity.io/digital/640x640/plain/e-com/images/ecommerce/20250806035423-0-P02936.png?versionId=9mOnvnC_mNnz74DM2ZCt9NkKplP7k4wi', 'https://production-cdn.pharmacity.io/digital/640x640/plain/e-com/images/ecommerce/20250520041435-0-P08437.png?versionId=H3k3OZSEiNxUfprNeSw74eyF0VaQCAmq', 'https://production-cdn.pharmacity.io/digital/640x640/plain/e-com/images/ecommerce/20250415090825-0-P12722.jpg?versionId=rNXaoAj9dJ2ZOmmaZ21fhwepDi2S20w6', 'https://production-cdn.pharmacity.io/digital/640x640/plain/e-com/images/ecommerce/20250520074140-0-P14521.png?versionId=XHbdjlwkbKw7byBpZhIZ.M5EwvQQWOEa', 'https://prod-cdn.pharmacity.io/e-com/images/static-website/20240706162441-0-BCT.png', 'https://prod-cdn.pharmacity.io/e-com/images/static-website/20240706162441-0-DMCA.png', 'https://prod-cdn.pharmacity.io/e-com/images/static-website/20240706162440-0-COD.png', 'https://prod-cdn.pharmacity.io/e-com/images/static-website/20240706162441-0-Visa.png', 'https://prod-cdn.pharmacity.io/e-com/images/static-website/20240706162441-0-MasterCard.png', 'https://prod-cdn.pharmacity.io/e-com/images/static-website/20240706162441-0-JCB.png', 'https://prod-cdn.pharmacity.io/e-com/images/static-website/20240706162441-0-Momo.png', 'https://prod-cdn.pharmacity.io/e-com/images/static-website/20240706162729-0-ZaloPay.png', 'https://prod-cdn.pharmacity.io/e-com/images/static-website/20241122062454-0-napas.png', 'https://prod-cdn.pharmacity.io/e-com/images/static-website/20241122063240-0-apple-pay.png']",,,,,,,,,,,,,,,,https://www.pharmacity.vn/rx-vitamin-khoang-chat#,Vitamin & Khoáng chất,Thuốc kê đơn,https://www.pharmacity.vn/rx-vitamin-khoang-chat,Vitamin & Khoáng chất,
